ancho_cm,largo_m,peso_g_m2,proveedor,cubre_cierre,talla_prenda,prendas_totales
150,105.0,130,A,0,1,156
140,104.5,90,A,0,1,141
140,147.8,130,A,0,1,179
120,43.9,130,A,0,1,77
160,76.5,200,A,0,1,125
140,129.3,130,A,0,1,166
150,37.6,160,A,1,1,97
150,149.8,130,A,0,1,186
140,135.7,90,A,0,1,176
150,34.6,240,A,0,1,86
150,35.8,130,A,0,1,80
160,61.4,130,A,1,1,124
160,104.0,160,A,0,1,140
160,136.4,280,A,1,1,177
140,103.8,160,A,1,1,144
140,87.3,200,A,0,1,119
150,114.7,280,A,0,1,153
150,37.1,240,A,1,1,88
160,23.2,160,A,1,1,77
150,58.0,200,A,0,1,96
160,77.8,110,A,0,1,119
160,110.2,240,A,0,1,159
150,110.0,240,A,0,1,151
150,27.2,110,A,1,1,78
140,28.3,200,A,0,1,66
150,82.3,90,A,0,1,119
150,148.2,90,A,0,1,181
150,64.4,160,A,1,1,113
140,35.5,130,A,1,1,77
140,65.3,200,A,0,1,105
140,58.0,200,A,0,1,101
150,71.5,160,A,0,1,101
160,139.2,280,A,1,1,176
120,128.1,240,A,1,1,165
140,128.6,200,A,1,1,161
160,48.4,240,A,1,1,102
120,56.2,160,A,0,1,85
160,107.7,130,A,0,1,152
140,44.2,130,A,0,1,90
160,84.2,130,A,1,1,132
140,49.2,130,A,0,1,90
150,136.4,130,A,1,1,180
140,71.4,90,A,0,1,113
150,81.7,200,A,1,1,119
150,114.7,240,A,0,1,148
150,127.4,90,A,0,1,160
140,56.1,160,A,1,1,90
120,147.7,130,A,1,1,178
150,139.6,160,A,1,1,184
160,63.7,280,A,0,1,105
150,148.7,240,A,0,1,191
150,80.7,110,A,0,1,113
150,68.9,240,A,0,1,119
140,82.4,160,A,0,1,121
140,62.3,160,A,0,1,96
140,108.4,160,A,0,1,136
120,25.5,200,A,0,1,69
150,22.8,200,A,0,1,62
150,147.3,130,A,0,1,187
140,123.4,160,A,0,1,152
120,88.0,160,A,0,1,115
120,31.3,160,A,0,1,63
140,116.0,200,A,0,1,152
120,66.3,240,A,0,1,84
150,72.1,160,A,0,1,105
120,28.8,110,A,0,1,69
150,48.3,130,A,1,1,102
140,101.9,240,A,0,1,124
140,124.8,240,A,0,1,153
150,89.7,130,A,0,1,118
140,82.0,320,A,0,1,126
150,133.4,160,A,1,1,176
120,92.3,200,A,0,1,117
150,34.2,200,A,1,1,89
150,27.6,240,A,1,1,70
150,98.3,240,A,1,1,132
120,107.2,130,A,1,1,135
160,127.9,90,A,0,1,161
150,138.7,200,A,0,1,176
160,127.1,160,A,0,1,168
140,103.7,200,A,1,1,144
160,139.8,160,A,1,1,181
160,136.8,160,A,0,1,180
150,119.9,160,A,0,1,158
150,129.5,280,A,1,1,168
140,39.7,130,A,0,1,83
150,94.5,280,A,0,1,133
140,118.2,240,A,0,1,148
140,127.7,130,A,0,1,165
150,68.8,130,A,0,1,106
150,35.2,130,A,0,1,75
150,40.7,200,A,1,1,86
140,63.7,200,A,0,1,102
150,136.3,240,A,0,1,172
120,111.9,280,A,0,1,140
140,70.1,110,A,0,1,117
140,136.8,130,A,1,1,164
120,41.6,200,A,1,1,67
150,125.3,200,A,0,1,159
120,59.9,200,A,0,1,100
150,114.8,110,A,0,1,147
140,121.4,130,A,0,1,156
160,37.3,130,A,0,1,78
150,60.6,130,A,0,1,103
140,107.9,130,A,1,1,149
150,29.6,110,A,0,1,78
140,135.9,110,A,0,1,159
150,104.7,240,A,0,1,144
160,73.4,130,A,0,1,115
140,37.2,160,A,1,1,89
150,135.9,200,A,0,1,166
160,21.0,110,A,0,1,71
120,120.8,280,A,0,1,154
140,76.6,110,A,1,1,124
140,44.4,130,A,0,1,89
140,40.0,90,A,0,1,80
160,59.3,110,A,0,1,114
150,132.7,130,A,1,1,160
140,37.4,160,A,0,1,84
150,57.6,160,A,1,1,103
140,53.4,200,A,0,1,104
120,101.6,160,A,0,1,128
140,97.5,240,A,1,1,139
140,40.8,110,A,0,1,78
140,115.2,160,A,1,1,149
150,124.5,160,A,0,1,160
120,69.4,200,A,0,1,96
140,89.8,240,A,0,1,127
150,116.0,110,A,0,1,163
150,91.0,130,A,0,1,125
160,100.2,280,A,0,1,134
160,65.4,160,A,0,2,106
140,100.4,200,A,0,2,133
120,90.5,200,A,0,2,123
140,92.3,110,A,0,2,112
120,90.4,240,A,0,2,128
140,87.9,320,A,0,2,115
160,111.3,160,A,0,2,132
150,35.3,130,A,0,2,74
150,107.6,160,A,0,2,136
150,127.0,90,A,1,2,163
140,42.4,280,A,0,2,88
150,58.3,90,A,0,2,96
160,101.9,90,A,1,2,141
140,115.3,160,A,0,2,143
120,126.8,160,A,1,2,147
150,35.7,110,A,1,2,90
120,68.5,240,A,1,2,101
150,113.4,280,A,1,2,139
140,26.6,200,A,0,2,71
140,74.6,90,A,0,2,116
140,149.6,200,A,1,2,169
120,70.9,160,A,0,2,88
140,120.8,160,A,1,2,154
140,146.3,200,A,1,2,158
140,78.4,90,A,0,2,117
150,143.5,130,A,0,2,165
150,105.4,130,A,0,2,131
120,68.8,280,A,0,2,95
140,88.9,240,A,0,2,122
150,23.3,200,A,0,2,65
140,72.9,200,A,0,2,113
140,47.9,90,A,0,2,88
150,62.3,110,A,0,2,96
160,67.1,160,A,0,2,112
150,130.6,160,A,0,2,149
120,45.7,160,A,0,2,74
140,90.7,320,A,1,2,124
140,82.8,130,A,0,2,106
140,85.4,200,A,0,2,110
160,96.6,240,A,1,2,139
120,83.6,200,A,1,2,109
140,110.8,200,A,0,2,130
140,20.6,110,A,1,2,64
150,32.1,130,A,1,2,79
160,95.6,130,A,1,2,146
140,53.0,160,A,0,2,92
150,27.2,320,A,0,2,62
140,115.1,130,A,1,2,151
140,74.8,130,A,0,2,103
140,124.4,110,A,0,2,156
150,109.7,130,A,0,2,138
120,88.5,110,A,0,2,121
150,95.6,160,A,0,2,130
120,26.8,90,A,0,2,59
150,84.0,110,A,0,2,107
140,56.4,160,A,0,2,97
120,118.8,160,A,0,2,134
150,89.0,200,A,0,2,122
120,33.5,160,A,0,2,64
150,134.8,240,A,0,2,161
140,129.4,240,A,1,2,157
150,33.2,280,A,0,2,84
140,142.5,200,A,0,2,177
140,137.8,130,A,1,2,158
140,102.8,240,A,0,2,127
150,26.9,240,A,0,2,68
140,123.1,130,A,1,2,163
120,129.0,200,A,0,2,141
140,74.6,200,A,0,2,114
150,46.5,90,A,0,2,86
140,140.3,160,A,1,2,173
150,128.4,240,A,0,2,161
140,71.6,130,A,0,2,109
120,56.3,280,A,0,2,86
160,88.4,160,A,1,2,130
140,46.3,160,A,1,2,87
140,28.2,130,A,0,2,76
140,40.2,130,A,1,2,96
150,136.2,160,A,1,2,178
140,46.0,200,A,0,2,85
120,97.5,90,A,0,2,129
120,115.0,90,A,0,2,144
120,122.0,110,A,1,2,143
150,134.2,160,A,1,2,158
160,116.7,240,A,0,2,141
140,122.5,240,A,0,2,147
120,102.3,160,A,0,2,121
140,82.6,90,A,0,2,108
160,116.2,130,A,0,2,147
160,72.7,200,A,0,2,115
140,28.6,90,A,1,2,71
150,24.1,130,A,1,2,80
140,113.1,160,A,0,2,145
150,97.9,280,A,0,2,134
150,60.7,160,A,0,2,92
120,47.9,200,A,0,2,75
150,103.7,160,A,0,2,136
150,149.4,160,A,0,2,168
150,135.6,200,A,0,2,166
140,118.6,90,A,0,2,146
120,26.2,90,A,0,2,53
160,136.5,200,A,0,2,168
140,34.6,90,A,0,2,82
160,95.8,280,A,1,2,123
140,103.1,200,A,0,2,125
150,147.1,110,A,0,2,173
150,139.7,200,A,0,2,160
140,114.3,240,A,1,2,133
150,58.1,320,A,1,2,95
120,133.4,160,A,0,2,151
140,58.8,130,A,0,2,93
150,126.3,280,A,0,2,142
140,32.8,160,A,1,2,72
160,70.0,200,A,0,2,108
140,54.1,200,A,0,2,90
160,59.4,160,A,1,2,98
120,82.9,160,A,0,2,107
150,50.0,110,A,0,2,98
120,137.3,90,A,0,2,157
150,63.1,280,A,0,2,99
150,22.8,160,A,1,2,75
140,56.5,200,A,0,2,91
140,31.8,240,A,1,2,81
120,102.7,130,A,0,2,120
160,114.5,200,A,0,2,142
150,38.5,160,A,0,2,89
140,146.2,110,A,1,2,176
140,38.3,240,A,0,2,70
150,88.1,110,A,1,2,130
120,97.5,160,A,1,2,124
140,81.4,240,A,0,2,123
150,109.1,130,A,1,2,139
150,41.9,320,A,0,2,82
150,50.1,200,A,0,2,92
150,124.9,130,A,1,2,158
140,133.8,110,A,0,2,164
140,147.5,130,A,1,2,166
140,107.9,110,A,1,2,137
150,142.0,280,A,0,2,162
120,60.0,200,A,1,2,87
150,34.3,130,A,0,2,77
120,89.7,90,A,0,2,118
140,99.5,160,A,1,2,141
150,63.6,200,A,0,2,105
150,31.3,90,A,0,2,79
160,23.9,110,A,1,2,73
150,113.3,240,A,0,2,148
140,121.7,160,A,0,2,136
140,86.9,130,A,0,2,120
140,86.0,160,A,1,2,131
140,34.6,110,A,0,2,77
120,30.7,110,A,1,2,61
150,31.4,160,A,1,2,81
140,23.2,240,A,1,2,69
140,84.6,280,A,0,2,114
140,42.5,160,A,0,2,81
120,86.5,280,A,1,2,117
150,122.7,280,A,1,2,153
150,32.0,160,A,1,2,77
160,115.5,160,A,0,2,162
140,34.5,90,A,0,2,81
150,133.5,240,A,0,2,152
120,21.9,240,A,0,2,56
150,47.9,160,A,0,2,88
160,56.4,200,A,0,2,102
150,106.5,130,A,1,2,144
120,57.7,130,A,0,2,68
140,24.2,160,A,1,2,63
150,31.4,90,A,0,2,73
140,106.8,130,A,1,2,147
140,44.7,200,A,0,2,80
150,131.8,130,A,1,2,167
150,93.7,90,A,1,2,121
120,120.2,160,A,0,2,152
160,25.1,200,A,0,2,82
150,73.8,280,A,0,2,111
150,92.0,130,A,1,2,136
140,80.1,240,A,0,2,108
140,132.1,130,A,1,2,153
160,135.7,240,A,0,2,166
140,37.2,110,A,0,2,81
160,56.9,130,A,0,2,96
140,99.3,160,A,0,2,128
150,114.8,200,A,0,2,152
140,82.0,160,A,0,2,118
140,24.2,280,A,0,2,60
150,112.5,110,A,0,2,155
140,106.9,280,A,0,2,130
150,116.6,200,A,0,2,144
150,99.9,130,A,0,2,131
160,64.8,240,A,1,2,107
150,129.4,320,A,0,2,156
120,75.6,200,A,0,2,103
150,79.7,240,A,0,2,112
120,119.3,280,A,0,2,138
120,121.7,160,A,1,2,145
140,120.6,130,A,0,2,151
150,96.5,160,A,1,2,145
140,90.2,200,A,1,2,126
160,128.0,90,A,0,2,151
160,42.6,280,A,0,2,91
140,94.2,200,A,1,2,129
140,90.4,130,A,0,2,126
150,109.7,240,A,0,2,134
150,89.7,200,A,1,2,133
140,69.7,160,A,1,2,105
140,74.0,130,A,0,2,110
140,142.5,240,A,1,2,173
140,102.5,240,A,0,2,132
150,31.2,110,A,0,2,77
160,39.3,320,A,0,2,93
160,148.9,280,A,0,2,177
160,142.3,130,A,0,2,171
160,27.1,200,A,0,2,81
120,53.3,130,A,0,2,79
140,114.9,160,A,0,2,141
150,125.8,240,A,0,2,149
120,53.7,160,A,1,2,84
140,61.1,130,A,1,2,95
140,108.1,160,A,1,2,147
140,139.8,160,A,0,2,156
120,119.9,110,A,0,2,129
140,36.0,130,A,0,2,76
150,139.4,130,A,0,2,154
150,124.7,130,A,1,2,147
120,106.9,130,A,0,2,125
140,63.1,110,A,1,2,102
160,102.2,160,A,0,2,143
150,61.6,130,A,0,2,101
160,37.1,130,A,0,2,75
150,55.0,160,A,0,2,86
140,85.8,280,A,0,2,116
140,149.1,280,A,0,2,162
150,135.9,320,A,0,2,158
160,108.3,130,A,1,2,157
140,121.6,90,A,0,2,147
140,22.1,90,A,0,2,51
140,21.9,130,A,0,2,54
120,107.1,90,A,1,2,138
160,81.4,130,A,0,2,124
150,142.7,130,A,1,2,163
120,89.2,160,A,0,2,111
140,48.3,200,A,0,2,89
150,59.2,160,A,0,2,100
120,102.8,160,A,0,2,129
160,105.0,160,A,1,2,129
150,33.4,200,A,1,2,89
140,99.4,110,A,0,2,130
120,129.0,110,A,0,2,155
150,60.3,160,A,0,2,97
150,76.4,200,A,0,2,106
160,147.5,160,A,0,2,177
140,132.1,160,A,1,2,166
150,148.9,280,A,1,2,182
120,98.8,160,A,0,2,127
140,69.3,200,A,0,2,102
160,64.8,110,A,0,2,109
160,119.0,200,A,1,2,151
140,22.3,200,A,1,2,55
160,125.0,200,A,1,2,146
120,86.0,110,A,0,2,116
120,59.8,160,A,0,2,78
150,123.0,90,A,0,2,149
150,74.3,200,A,0,2,112
140,60.0,130,A,1,2,104
120,64.8,130,A,0,2,90
150,120.9,200,A,0,2,144
150,62.7,200,A,0,2,99
120,94.7,160,A,0,2,121
150,132.4,240,A,0,2,157
120,115.6,160,A,0,2,138
140,49.6,90,A,0,2,87
150,39.9,160,A,1,2,82
120,88.6,90,A,1,2,110
120,66.8,240,A,0,2,100
160,25.5,130,A,1,2,73
140,25.8,90,A,0,2,70
120,94.5,200,A,1,2,111
150,126.7,200,A,0,2,160
120,111.3,90,A,0,2,135
120,58.7,200,A,1,2,77
150,58.0,240,A,1,2,97
150,139.3,130,A,1,2,183
150,119.5,90,A,1,2,155
150,40.1,160,A,1,2,84
150,137.7,200,A,0,2,162
160,119.5,130,A,0,2,154
150,96.6,160,A,0,2,129
140,53.3,240,A,0,2,85
140,79.8,200,A,1,2,112
140,117.2,160,A,1,2,139
120,90.0,200,A,0,2,107
140,106.7,130,A,0,2,132
160,39.8,130,A,0,2,95
160,141.6,200,A,0,2,162
150,31.8,160,A,0,2,80
150,109.4,240,A,1,2,142
140,82.8,200,A,0,2,111
140,63.9,90,A,0,2,103
160,49.4,200,A,1,2,92
140,100.7,90,A,0,2,134
140,146.6,160,A,0,2,168
150,81.6,130,A,1,2,126
150,105.0,110,A,1,2,137
160,73.4,160,A,0,2,112
150,30.9,240,A,0,2,87
120,45.8,240,A,1,2,82
160,68.0,240,A,0,2,119
150,77.1,110,A,0,2,115
150,127.0,200,A,0,2,159
140,120.1,130,A,0,2,147
150,32.6,110,A,0,2,79
150,33.5,90,A,0,2,81
150,54.6,240,A,0,2,96
140,111.1,110,A,0,2,129
120,56.0,160,A,0,2,91
120,51.7,160,A,1,2,80
140,26.8,90,A,1,2,69
150,21.2,200,A,0,2,68
140,41.4,160,A,1,2,95
160,131.8,110,A,1,2,170
120,128.2,110,A,0,2,138
120,85.9,130,A,0,2,116
160,48.9,90,A,0,2,89
120,132.0,200,A,0,2,144
160,77.2,130,A,0,2,123
120,75.6,110,A,0,2,97
150,87.6,200,A,1,2,121
140,68.2,160,A,0,2,107
160,112.8,160,A,0,2,144
140,116.1,160,A,0,2,143
150,139.1,240,A,1,2,175
120,125.9,240,A,0,2,139
160,96.4,160,A,1,2,136
140,125.0,90,A,1,2,155
150,31.7,280,A,0,2,82
150,52.5,160,A,1,2,109
160,60.4,160,A,1,2,109
150,120.0,90,A,0,2,150
150,148.6,110,A,0,2,175
150,131.6,110,A,0,2,166
140,116.3,110,A,0,2,144
150,82.8,130,A,1,2,124
150,134.1,90,A,0,2,160
120,96.8,200,A,0,2,117
140,57.0,160,A,0,2,95
160,31.5,160,A,0,2,89
150,43.0,240,A,1,2,89
150,54.7,200,A,0,2,100
140,31.8,240,A,0,2,71
160,106.5,160,A,0,2,144
150,56.9,130,A,0,2,96
150,133.7,160,A,0,2,164
160,58.8,200,A,1,2,99
140,124.6,200,A,0,2,146
140,100.5,240,A,0,2,127
140,50.2,240,A,1,2,92
140,131.6,130,A,1,2,156
120,107.7,160,A,0,2,132
150,137.9,90,A,1,2,168
120,90.2,110,A,0,2,115
140,50.0,110,A,0,2,87
150,63.6,110,A,0,2,107
140,128.1,160,A,1,2,147
140,31.6,130,A,0,2,80
140,58.5,160,A,1,2,92
150,136.8,130,A,0,2,156
150,142.2,110,A,0,2,174
160,30.5,110,A,0,2,82
150,57.6,280,A,1,2,95
150,56.9,130,A,0,2,96
140,75.3,240,A,0,2,114
140,55.7,160,A,0,2,104
120,113.9,280,A,0,2,132
150,65.5,200,A,1,2,106
140,110.0,200,A,1,2,144
150,80.0,110,A,0,2,117
120,32.8,110,A,1,2,80
160,78.1,160,A,1,2,122
140,52.7,160,A,0,2,99
140,42.3,160,A,1,2,80
140,24.9,240,A,1,2,73
140,25.9,200,A,0,2,62
150,99.4,160,A,0,2,137
140,39.0,160,A,0,2,79
140,125.1,200,A,1,2,157
140,79.4,90,A,0,2,108
150,30.9,240,A,0,2,76
150,37.1,90,A,0,2,74
150,51.5,240,A,0,2,93
140,120.8,130,A,1,2,152
140,64.7,110,A,0,2,94
160,82.7,90,A,0,2,115
160,59.8,130,A,0,2,107
140,127.6,240,A,0,2,149
150,101.4,160,A,0,2,137
140,141.7,160,A,0,2,165
140,67.6,160,A,0,2,95
150,71.8,200,A,0,2,100
140,134.9,110,A,1,2,167
150,72.5,200,A,0,2,98
160,111.8,160,A,0,2,151
140,100.6,90,A,0,2,120
140,102.0,110,A,0,2,112
150,124.4,280,A,0,2,147
140,62.7,160,A,0,2,102
160,132.9,280,A,0,2,165
120,101.8,160,A,0,2,126
150,37.7,200,A,0,2,82
150,80.2,160,A,0,2,128
140,45.0,90,A,1,2,84
150,27.5,160,A,1,2,75
150,143.4,160,A,0,2,165
120,77.6,320,A,0,2,110
150,92.8,200,A,0,2,115
140,71.0,200,A,1,2,112
140,33.3,200,A,0,2,77
140,126.6,240,A,0,2,152
150,67.0,160,A,1,2,114
150,53.5,130,A,0,2,95
150,102.8,200,A,0,2,131
120,146.7,200,A,1,2,176
140,149.6,90,A,0,2,168
150,34.1,130,A,1,2,77
150,21.8,160,A,0,2,77
140,81.8,240,A,0,2,102
150,137.0,240,A,1,2,155
140,39.2,200,A,1,2,87
140,24.6,200,A,0,2,59
160,22.4,160,A,0,2,73
160,122.0,110,A,0,2,156
140,136.8,90,A,0,2,165
140,74.7,200,A,0,2,114
140,53.5,200,A,0,2,93
140,118.8,110,A,0,2,142
140,99.7,160,A,0,2,135
140,56.4,160,A,1,2,96
140,85.3,110,A,0,2,117
160,148.5,240,A,0,2,172
150,57.6,200,A,0,2,88
120,138.2,240,A,1,2,164
150,110.9,130,A,1,2,137
140,49.9,160,A,0,2,79
140,90.5,160,A,0,2,115
150,22.2,160,A,0,2,70
160,44.8,130,A,0,2,86
150,86.9,240,A,0,2,115
150,48.7,160,A,1,2,103
120,47.1,240,A,1,2,80
140,26.4,200,A,1,2,69
120,126.5,110,A,0,2,137
150,123.1,160,A,0,2,159
150,104.6,160,A,0,2,140
120,44.4,90,A,1,2,73
120,23.9,320,A,0,2,53
140,46.8,130,A,0,2,75
120,38.4,110,A,1,2,75
160,102.8,240,A,0,2,136
160,109.7,160,A,0,2,142
120,143.0,160,A,1,2,155
140,118.1,110,A,0,2,147
120,58.3,280,A,1,2,93
150,75.5,200,A,0,2,112
150,118.5,160,A,0,2,143
150,28.8,200,A,0,2,75
150,74.2,160,A,0,2,102
120,52.5,160,A,0,2,87
140,52.7,200,A,1,2,84
120,138.0,90,A,0,2,155
140,141.8,110,A,1,2,167
120,136.0,160,A,1,2,143
140,95.2,130,A,1,2,128
120,29.5,160,A,1,2,57
140,36.9,200,A,0,2,65
140,22.3,240,A,1,2,63
150,73.8,110,A,1,2,122
140,72.8,160,A,1,2,108
160,82.2,90,A,0,2,120
120,75.2,110,A,0,2,100
160,50.7,160,A,1,2,114
140,143.2,280,A,0,2,170
140,54.2,160,A,0,2,103
160,64.5,130,A,0,2,109
120,28.0,130,A,0,2,67
140,72.4,130,A,0,2,99
140,137.3,320,A,1,2,162
120,122.4,280,A,0,2,137
150,30.1,160,A,0,2,68
120,64.5,130,A,0,2,87
150,59.5,160,A,1,2,104
120,55.5,90,A,0,2,87
150,22.3,130,A,0,2,76
120,101.7,130,A,1,2,126
160,50.9,200,A,0,2,90
140,78.8,200,A,0,2,108
150,135.9,200,A,0,2,165
150,135.1,160,A,0,2,156
120,34.4,320,A,1,2,62
160,34.6,240,A,0,2,77
140,103.1,160,A,0,2,132
150,59.0,130,A,0,2,98
120,78.5,130,A,1,2,113
140,90.0,280,A,1,2,125
160,91.0,90,A,0,2,145
150,22.5,240,A,1,2,62
140,29.2,160,A,0,2,76
120,141.9,130,A,0,2,157
140,83.2,160,A,0,2,115
140,71.0,160,A,0,2,100
160,137.8,90,A,0,2,168
150,104.5,200,A,0,2,126
150,109.7,160,A,1,2,137
150,30.8,160,A,0,2,77
140,26.6,110,A,0,2,71
160,149.7,200,A,0,2,176
160,114.5,200,A,1,2,148
120,127.3,130,A,0,2,150
150,68.6,280,A,0,2,103
140,130.8,160,A,1,2,156
150,61.6,130,A,1,2,110
140,89.1,240,A,0,2,113
120,120.3,160,A,0,2,137
160,94.2,90,A,0,2,123
140,49.9,280,A,1,2,88
140,145.1,130,A,1,2,158
120,73.0,160,A,0,2,95
120,138.5,130,A,0,2,151
140,69.8,200,A,0,2,114
150,33.7,200,A,0,2,83
150,31.8,160,A,0,2,72
120,106.7,110,A,0,2,135
160,83.9,240,A,0,2,117
120,79.0,160,A,0,2,99
120,48.4,200,A,0,2,72
140,50.2,160,A,0,2,89
140,40.2,200,A,1,2,67
150,71.3,90,A,0,2,109
160,133.9,130,A,0,2,169
140,78.1,160,A,1,2,107
120,81.5,200,A,1,2,108
150,137.3,130,A,0,2,165
120,100.8,280,A,0,2,121
150,127.3,160,A,1,2,157
140,76.8,160,A,0,2,108
120,58.8,90,A,1,2,96
160,138.6,110,A,0,2,161
160,122.7,160,A,0,2,165
150,43.0,160,A,0,2,80
120,131.7,90,A,0,2,158
140,25.2,240,A,0,2,66
160,91.1,130,A,1,2,130
150,44.5,110,A,0,2,82
120,149.4,160,A,0,2,163
140,127.4,240,A,1,2,158
120,116.7,160,A,0,2,139
140,23.3,160,A,0,2,62
140,21.6,110,A,1,2,60
140,46.5,200,A,1,2,89
160,41.2,130,A,0,2,80
160,84.3,160,A,0,2,124
120,93.7,280,A,1,2,106
140,70.2,240,A,0,2,105
160,41.9,240,A,0,2,91
150,124.4,200,A,0,2,155
160,71.7,240,A,0,2,103
140,32.9,110,A,1,2,65
150,50.2,160,A,0,2,90
150,34.6,240,A,0,2,80
140,60.3,240,A,0,2,98
150,104.8,110,A,0,2,141
140,57.5,90,A,1,2,101
140,134.0,200,A,1,2,157
150,46.3,200,A,0,2,92
140,50.9,110,A,0,2,89
120,143.6,240,A,1,2,165
120,137.9,160,A,0,2,157
120,100.7,240,A,1,2,124
160,78.7,130,A,0,2,123
140,120.7,160,A,0,2,153
120,46.8,130,A,1,2,71
150,56.6,320,A,0,2,100
150,47.7,160,A,0,2,93
150,42.2,200,A,1,2,79
160,68.5,160,A,1,2,124
160,120.0,110,A,0,2,153
120,83.9,110,A,0,2,105
160,115.1,130,A,1,2,140
150,41.0,200,A,1,2,86
120,99.9,200,A,0,2,132
140,77.8,160,A,0,2,105
150,86.2,160,A,0,2,119
150,137.9,160,A,0,2,157
150,31.5,200,A,1,2,82
150,141.6,200,A,0,2,164
120,125.3,160,A,0,2,149
140,143.6,90,A,1,2,167
140,106.8,280,A,0,2,130
120,84.1,160,A,0,2,95
140,63.1,200,A,1,2,108
150,89.9,90,A,0,2,125
150,107.4,160,A,0,2,143
150,52.7,200,A,0,2,86
140,58.7,160,A,1,2,96
120,93.7,90,A,1,2,120
140,149.9,240,A,1,2,172
160,61.0,110,A,0,2,109
120,67.0,200,A,1,2,97
150,128.6,110,A,0,2,163
160,85.4,130,A,0,2,127
140,110.4,130,A,0,2,136
140,49.2,130,A,0,2,87
160,86.8,110,A,0,2,131
150,62.4,160,A,0,2,105
140,98.7,130,A,0,2,129
150,78.9,160,A,1,2,124
120,74.6,130,A,1,2,108
140,80.5,130,A,0,2,116
160,91.1,200,A,0,2,133
160,106.4,200,A,0,2,143
120,73.4,130,A,0,2,97
140,39.6,200,A,0,2,76
160,87.9,90,A,0,2,127
160,113.0,240,A,1,2,155
140,56.1,200,A,0,2,87
140,67.5,110,A,0,2,94
140,121.1,90,A,0,2,160
140,88.1,200,A,0,2,126
120,77.9,280,A,0,2,102
140,102.5,90,A,1,2,134
140,26.6,130,A,0,2,69
150,148.3,130,A,0,2,175
150,54.4,200,A,0,2,97
160,104.7,160,A,0,2,133
140,73.5,110,A,0,2,112
140,86.6,160,A,1,2,120
160,134.1,200,A,0,2,173
120,90.3,160,A,1,2,119
140,103.1,160,A,0,2,125
120,105.0,200,A,1,2,120
140,37.8,90,A,1,2,82
150,116.8,160,A,0,2,148
120,124.1,110,A,0,2,147
140,49.3,200,A,1,2,81
150,42.2,160,A,0,2,76
140,96.3,200,A,0,2,116
150,88.0,160,A,0,2,130
150,136.4,240,A,0,2,169
140,125.3,240,A,1,2,150
150,40.1,160,A,1,2,78
120,115.1,130,A,1,2,137
160,116.4,200,A,0,2,157
140,47.1,240,A,1,2,93
160,113.2,200,A,1,2,146
120,42.8,160,A,0,2,85
120,127.5,200,A,0,2,148
150,113.4,160,A,0,2,141
150,60.0,160,A,1,2,96
140,34.2,160,A,0,2,83
150,28.1,160,A,0,2,74
120,76.1,160,A,0,2,93
120,101.7,200,A,0,2,120
120,60.5,160,A,0,2,97
140,72.1,160,A,1,2,104
150,23.6,160,A,1,2,70
160,35.6,200,A,0,2,77
140,137.7,90,A,0,2,159
120,38.8,90,A,0,2,76
160,67.7,320,A,1,2,116
150,93.8,130,A,0,2,117
160,28.1,110,A,0,2,76
140,24.7,280,A,1,2,60
160,59.7,110,A,0,2,110
140,48.0,160,A,0,2,85
120,93.3,90,A,0,2,121
140,56.8,130,A,1,2,95
120,65.1,110,A,0,2,97
150,41.1,90,A,0,2,83
140,136.3,160,A,0,2,169
140,89.5,110,A,1,2,126
120,54.4,90,A,0,2,89
160,29.8,280,A,0,2,77
150,43.1,110,A,0,2,81
140,109.5,110,A,0,2,136
160,138.9,200,A,1,2,173
150,146.5,160,A,0,2,178
140,63.4,90,A,0,2,93
150,104.9,160,A,0,2,139
150,42.1,130,A,0,2,84
160,139.7,280,A,0,2,172
150,119.0,110,A,0,2,142
140,28.2,160,A,1,2,65
120,100.6,240,A,0,2,126
150,100.6,160,A,0,2,143
140,95.0,280,A,0,2,120
150,44.8,110,A,0,2,89
150,30.6,240,A,0,2,64
140,140.4,160,A,1,2,150
140,71.6,240,A,0,2,116
120,110.3,200,A,1,2,134
140,71.1,130,A,1,2,102
160,140.7,160,A,0,2,181
140,66.2,200,A,1,2,89
160,132.7,130,A,0,2,158
120,37.9,200,A,1,2,74
140,108.2,200,A,0,2,139
160,96.1,130,A,0,2,134
140,37.7,90,A,1,2,83
140,28.7,160,A,1,2,67
140,125.0,200,A,1,2,156
140,45.7,200,A,0,2,85
150,129.7,110,A,0,2,156
120,82.4,200,A,1,2,111
140,67.3,200,A,1,2,105
140,143.1,160,A,0,2,170
140,106.7,240,A,0,2,140
120,59.2,130,A,0,2,96
120,74.7,200,A,0,2,92
120,81.7,200,A,0,2,100
140,65.1,160,A,0,2,103
120,69.6,280,A,1,2,101
140,35.0,160,A,0,2,70
120,146.8,200,A,0,2,162
140,23.8,110,A,0,2,79
150,63.9,160,A,1,2,106
120,46.3,160,A,1,2,92
160,96.6,240,A,0,2,136
120,94.7,240,A,1,2,110
150,76.4,90,A,0,2,110
120,127.4,130,A,1,2,139
120,112.8,280,A,1,2,134
150,51.0,160,A,0,2,88
120,119.5,200,A,0,2,135
120,50.8,280,A,0,2,79
140,122.0,110,A,0,2,143
140,26.9,130,A,0,2,71
140,81.4,160,A,0,2,108
120,147.6,240,A,0,2,172
150,98.5,240,A,0,2,138
140,34.6,160,A,0,2,87
150,78.7,200,A,0,2,105
140,122.0,200,A,0,2,150
